"bonica_rid","hvv_total","mean_age","pct_65_plus","pct_75_plus","ratio_u40_o75","high_volume_vendor_pct","political_spending_pct","fundraising_spending_pct","consulting_spending_pct","overhead_spending_pct","payroll_spending_pct","admin_ops_spending_pct","other_political_spending_pct","other_consulting_spending_pct","ie_spending_pct","cand_contrib_spending_pct","cand_support_pct","transfer_out_pct","listaq_pct","list_data_spending","overlap_pct_weighted","overlap_donations_pct_weighted","fundraising_inefficiency","fundraising_inefficiency_full","pct_spam_donations_100plus","pct_spam_donations_10plus_distinct","pct_spam_either_100n_10d","pct_overall_donations_100plus","pct_overall_donations_10plus_distinct","pct_overall_either_100n_10d","n_spam_donations_100plus","n_spam_donations_10plus_distinct","refund_rate","total_donors","total_donations","n_refunds","log_n_refunds","total_indv_contribs","total_fundraising","total_fundraising_consulting","total_other_consulting","total_payroll","total_admin_ops","total_other_political","candidate_contributions","independent_expenditures","total_raised","mean_donations_per_donor","pct_donors_repeat","pct_raised_repeat","pct_donors_high_freq","pct_raised_high_freq","total_receipts","total_disbursements_fec","cash_on_hand","cycles_included","committee_name","fec_committee_id","cmte_type","cmte_state","party"
"comm151771",2363743.4,70.08517461,0.780898713,0.359601246,3.798860562,0.646632609,0.013377228,0.753408147,0.012310333,0.122836813,0.01299221,0.109844603,0.009273784,0.012310333,0,0.099576912,0.099576912,0,0.037158002,131808,0.258799331,0.277395214,0.812480146,0.766358832,0.338735733,0.555801551,0.568339743,0.683868692,0.913081047,0.914418718,40876,67163,0.006181614,70094,120531,410,6.018593214,3353787.63,2754057.73,0,45000,47492.58,401533.19,33900,364000,0,3504487.63,1.818221567,0.001684528,0.016966488,1.24762e-05,0.000270132,3738532.17,3655465.82,155867.17,"2020, 2022, 2024, 2026","blue senate pac","C00743641","N","DC",328
"comm149358",956603.47,73.42612895,0.866474108,0.512082578,6.945030615,0.1871479,0,0.210585042,0.014183748,0.007372106,0,0.007372106,0,0.014183748,0.088321124,0.003443227,0.003443227,0,0,0,0.321506724,0.335098027,0.622982105,0.638287147,0.459743341,0.731074521,0.733418086,0.754651232,0.943843462,0.944082773,55318,87977,0.002944142,58729,120361,176,5.176149733,1890179.5,1076402.04,0,72500,0,37682.4,0,17600,451452,1904179.5,1.868784269,0.002163562,0.035070657,1.0374e-05,9.77802e-05,5256080.94,5111483.85,144597.09,"2024, 2026","speak up pac","C00885137","V","DC",328
"comm208771",2529938.06,71.16689053,0.799692097,0.41176543,4.635235963,0.34441682,0.153385333,0.555183481,0.053740332,0.165117353,0.001429433,0.161230611,0.157446638,0.053740332,0,0.062935887,0.062935887,0,0,0,0.183734022,0.194253996,0.824077091,0.628310353,0.325734522,0.527931223,0.533253362,0.691239571,0.882237226,0.883631423,38603,62686,0.013619822,50658,118754,667,6.504288174,5238013.3,4078139.44,0,394753.4,10500,1184330.83,1156535.39,462300,0,8733965.65,2.614804128,0.005447028,0.020374058,6.31935e-05,0.000211309,10005218.37,7345570.57,2659647.8,"2024, 2026","fight like hell pac","C00842104","W","MI",328
"comm9388",337588.66,69.06440261,0.73566771,0.365714587,3.358519091,0.008176241,0.028433198,0.038487804,0.016332049,0.053400729,0.012806912,0.0401531,0.013814071,0.013958534,0,0.000364583,0.000364583,0.091277098,0.000670673,18689,0.152996064,0.133272388,0.438800038,0.255102498,0.225897251,0.33942212,0.352616492,0.727550393,0.826197644,0.857189136,26514,39129,0.012185917,28789,117575,546,6.304448802,4982997.13,1589122.17,98000,576333.65,528784.34,1657880.56,570368.92,15053.25,0,12242649.74,4.556124239,0.027053795,0.064645337,0.000289628,0.001652405,41483438.36,41288979.93,541338.9,"2018, 2020, 2022, 2024, 2026","washington state democratic central committee","C00114439","Y","WA",100
"comm152426",83524.72,78.10251451,0.953615021,0.729968743,16.5685476,0.020448719,0,0.038098489,0,0.011324065,0,0.011324065,0,0,0.011750925,0.002693046,0.002693046,0,0,0,0.419811211,0.497996264,0.085144489,0.076784374,0.831392407,0.942006922,0.944863517,0.941986831,0.988799189,0.989464023,97081,109960,0.084777137,28648,116727,2391,7.779885115,1737196.53,155616.87,0,0,0,46254.21,0,11000,47997.76,1881971.53,4.075353155,0.021837287,0.168505716,0.001707713,0.03790831,5449422.4,4084594.23,1464908.21,"2024, 2026","our voice our vote arizona pac","C00752576","V","AZ",328
"comm141858",77658.12,60.47363293,0.464760071,0.158755202,1.277939288,0.001173561,0.287720198,0.019582452,0.004872022,0.107007843,0.091509827,0.015489145,0.002037274,0.004872022,0,0,0,0,0,0,0.091544319,0.078992728,0.063773216,0.039703829,0.064653151,0.142152449,0.149624629,0.433191494,0.736458811,0.738574646,6880,15167,0.005344158,60803,114630,268,5.59471138,14226606.74,1295830.31,0,322396.49,6055483.01,1024963.76,134812.62,0,0,22407921.48,2.647262535,0.003139367,0.015004019,0,0,71048011.37,65435657.89,5917992.33,"2020, 2022, 2024, 2026","future now fund","C00654053","V","DC",328
"comm120847",227812.5,64.79312808,0.616083542,0.270815153,2.158269332,0.035567425,0.09598144,0.191651088,0.050539627,0.552974923,0.332591811,0.220173911,0.092755872,0.045090783,0,0.24769744,0.248741759,0,0.006606264,26250,0.213030511,0.204143527,0.480703354,0.327372583,0.274949578,0.406239614,0.42136146,0.577090182,0.812751525,0.819785873,27567,42136,0.011486062,74846,114354,848,6.744059186,2757851.58,1227542.16,34900.33,288810.45,2130279.95,1410233.36,594109.56,1586524,0,4137841.57,1.720517172,0.001480856,0.008833459,0,0,5355528.86,6377164.65,240862.16,"2018, 2020, 2022, 2026","off the sidelines pac","C00525600","Q","DC",328
"comm154804",790903.23,70.94663296,0.78345252,0.418401741,4.815090373,0.16952011,0.028884896,0.287024846,0.084682161,0.532613179,0.140912729,0.391512469,0.029121102,0.084682161,0,0.017790001,0.02798724,0,0.001703774,7518,0.237915072,0.244087584,0.474249025,0.446023834,0.417757549,0.607366373,0.615382213,0.729223868,0.901231993,0.902894195,47027,68092,0.013181117,59302,113798,762,6.637258031,3109539.61,1339126.54,0,395088.2,657434.29,1826617.96,135865.73,83000,0,3402839.61,1.880618496,0.002930667,0.026809735,5.86397e-05,0.0014321,3589977.42,3183561.24,592131.25,"2020, 2022, 2024, 2026","no dem left behind pac","C00758219","V","DC",328
"comm14761",12385,62.46734208,0.454312992,0.197529419,1.616966732,0.001325967,0.504051343,0.001566858,0.001691585,0.156451097,0.032913078,0.123940681,0.478683469,0.001691585,0,0,0,0.037829526,0,0,0.001509888,0.000767296,0.001911768,0.001371336,0.000243351,0.000604093,0.000608378,0.747438387,0.005226051,0.747843686,18,107,0,5026,112950,0,0,5620026,14635,0,15800,307419.66,1157649.3,4471071,0,0,5620026,25.25482632,0.302363751,0.78449393,0.050767307,0.285084856,9334888.36,9340349.7,46959.3,"2018, 2020, 2022, 2024","philip a. hart democratic club","C00224717","Y","MI",100
"comm208886",887683.25,77.34910975,0.943852991,0.69332824,14.47248746,0.740821611,0,0.79129312,0,0.022545095,0,0.022545095,0,0,0,0,0,0.229502971,0,0,0.465284034,0.523592342,0.690734123,0.676446368,0.720544014,0.902516197,0.905241658,0.856506726,0.969258875,0.969884254,80364,100545,0.059045777,38024,111355,2203,7.69802917,1375757.46,948160.31,0,0,0,27014.47,0,0,0,1393132.46,2.907809064,0.010562605,0.134632244,0.00057653,0.02365043,1519550.62,1198241.57,321309.05,"2024, 2026","defend democracy now pac","C00844795","N","DC",328
"comm152089",936776.25,71.47885995,0.815776212,0.429628072,4.680497603,0.407811765,0.050753565,0.476978895,0.008349835,0.174059119,0.091559519,0.082499599,0.001066571,0.001089927,0,0.330463023,0.33207748,0,0,0,0.233010174,0.225625883,0.57727557,0.513935489,0.422349233,0.602138072,0.615114167,0.801734439,0.933925727,0.938785248,46263,65553,0.010745423,50227,107689,459,6.131226489,2031434.43,1095658.68,16676.59,2503.65,210319.54,189508.18,2450,759100,0,2220134.43,2.384218033,0.003264928,0.040632617,0,0,2451976.45,2158682.22,293294.23,"2020, 2022, 2024, 2026","truth to power","C00747766","N","CA",328
"comm205494",3927422.2,70.37587417,0.755133462,0.408013754,4.34498434,0.516922411,0.053963689,0.625714991,0.069935558,0.003925517,0,0.003925517,0,0.003290469,0.031149436,0.238229942,0.238229942,0,0,0,0.405686966,0.427640035,0.861336403,0.604856063,0.328522077,0.513279654,0.51659165,0.496488155,0.734709225,0.73602008,35804,55756,0.049290419,66822,107210,3434,8.141772205,4456346.5,4753995.76,506349.5,25000,0,29824.91,0,1810000,236664.12,4648246.5,1.959885457,0.001733536,0.014241444,3.86638e-05,0.000827369,7667291.37,7597701.55,78629.69,"2022, 2024, 2026","democratic voters pac","C00816868","N","DC",328
"comm201267",572804.49,74.67812928,0.898988803,0.551676778,7.967613548,0.18559324,0.09761255,0.487511779,0.001404575,0.016761569,0,0.016761569,0.043247247,0.001404575,0,0.024981017,0.024981017,0,0.013672526,41461.25,0.292414955,0.299426401,0.615043599,0.409440083,0.528412482,0.724813828,0.734412754,0.836093975,0.9569911,0.961090077,55660,75833,0.020312133,44671,103986,872,6.771935556,2452035.12,1504628.81,0,4335,0,51731.96,133475.86,77100,0,2756235.12,2.342929311,0.00589271,0.055972264,0.000254206,0.005122826,3506647.17,3086343.5,420303.67,"2022, 2024, 2026","dass pac","C00785584","N","DC",328
"comm14062",176339.26,62.56825696,0.557682101,0.25566073,1.738161924,0.003111441,0.012662576,0.003881419,0.000352893,0.01229966,0.002598649,0.009544713,0.007422737,0.000352893,0,5.99947e-05,5.99947e-05,0.04735624,0,0,0.112011621,0.109330504,0.026747937,0.031203394,0.194162554,0.285162005,0.295782956,0.621941363,0.782858589,0.807338318,19933,29084,0.009581371,46979,103587,443,6.095824562,6523733.29,219977.37,0,20000,147277.04,540941.53,420679.65,3400.17,0,24291435.58,2.307308987,0.005388411,0.011837101,0.000118545,0.000523209,56295780.31,56674466.02,105926.16,"2018, 2020, 2022, 2024, 2026","nevada state democratic party","C00208991","Y","NV",100
"comm155016",303407.06,73.60530526,0.866032641,0.51728978,6.971278369,0.203260775,0.029476816,0.574464437,0.030806622,0.036895568,0.008039132,0.028856436,0.029476816,0.030806622,0.182220317,0.10933219,0.10933219,0,0.03270423,56000,0.243443664,0.257492494,0.493051451,0.501155655,0.471404456,0.712957364,0.718805873,0.804810704,0.961479089,0.961942085,48198,72359,0.008957467,53474,101449,464,6.142037406,1773730.73,857502.22,0,45985,12000,43073.96,44000,163200,272000,1806280.73,1.862802671,0.002639312,0.037754015,5.23318e-05,0.00095107,1756152.54,1492698.53,263645.28,"2020, 2022, 2024, 2026","resist reclaim rebuild pac","C00760736","N","OH",328
"comm202079",150899,72.7103468,0.85342795,0.463225363,5.533517136,0.137219223,0,0.19122352,0,0.000745208,0,0.000745208,0,0,0,0,0,0.782913249,0,0,0.399200504,0.453325592,0.198318197,0.191266322,0.581845803,0.74262898,0.758560377,0.775051472,0.936434325,0.937883543,58216,74303,0.052568726,41869,100054,2201,7.697121317,1060352.22,210287.14,0,0,0,819.5,0,0,0,1070377.22,2.389691657,0.005087296,0.06322997,9.55361e-05,0.001867566,1099692.86,1099692.86,0,"2022","edw hold the house fund","C00789578","N","DC",NA
"comm139710",496778.89,74.74223508,0.88478186,0.563415886,8.113403742,0.196251406,0.066969229,0.450835158,0.02991123,0.10517318,0.072230705,0.032942475,0.049192078,4.64181e-06,0.152055378,0.130365773,0.130365773,0,0.016663601,49505.65,0.378413424,0.424781292,0.562740704,0.583418808,0.706272668,0.850039985,0.858609936,0.879881338,0.965855,0.96906839,66674,81256,0.045949166,38770,99850,1602,7.379632153,2358744.9,1141216.74,75703.72,11.75,182840.42,83388.58,124521.84,330000,384903.75,2460500.9,2.40751637,0.00752939,0.09507072,0.000481269,0.020542913,2539835.89,2531339.27,80451.01,"2018, 2020, 2022, 2024, 2026","integrity first pac","C00632562","V","UT",328
"comm3119",157770,73.50869598,0.883685289,0.476770224,6.880136544,0.023689738,0.096500405,0.275782454,0.158549855,0.098805165,0.01175011,0.079181054,0.053367792,0.117011012,0,0.13543857,0.135450297,0,0.003489993,19741.14,0.21533468,0.200466004,0.290423652,0.209352204,0.310529679,0.544483421,0.555999169,0.727766089,0.923075895,0.923842423,30535,53333,0.009127069,40490,98859,373,5.924255797,3818711.53,1836668.63,276642.29,779275.3,78253.92,527333.61,355421.27,902000,0,4624619.53,2.358389688,0.003872817,0.030644778,0,0,7265390.87,6658238.38,602477.88,"2018, 2022, 2024, 2026","midwest values pac","C00416131","Q","MN",100
"comm136777",334867.31,53.53413444,0.357273025,0.141237784,0.586567232,0.15797097,0.031307152,0.25903634,0.17037894,0.469608013,0.378547549,0.091060464,0.031307152,0.155077988,0,0.003989984,0.004422318,0.001631422,0,0,0.114653419,0.070765946,0.406856601,0.407351965,0.16045214,0.1963025,0.218618218,0.586964823,0.661937717,0.704340785,12499,15555,0.017681445,21083,98856,342,5.837730447,1842832.76,549105.97,32435,328734.76,802446.17,193030.23,66364.99,8457.98,0,1938632.76,4.930601072,0.013997506,0.080068101,0.000477396,0.004976155,1904996.13,1937058.61,0,"2018, 2020, 2022, 2024","brand new congress","C00613810","N","NC",328
"comm24990",1182298.15,75.03570123,0.889283287,0.586823481,8.561411647,0.230343211,0.118866917,0.483038912,0.075883454,0.211334538,0.110232339,0.081906289,0.141659116,0.075883454,0,0.155225505,0.157177858,0,0,0,0.396501952,0.43455335,0.994347428,0.979138195,0.648925158,0.825199225,0.835167461,0.831777843,0.951332581,0.952352392,62085,78448,0.021658559,43043,95246,866,6.765038977,1972385.87,2479326.44,0,389492.13,565796.97,420405.94,727103.31,796736.43,0,2361375.87,2.249839469,0.00516215,0.046065116,8.5456e-05,0.002694238,4982784.31,5019733.02,367697.82,"2020, 2022, 2024, 2026","aspire pac","C00506907","Q","DC",328
"comm213463",1203178.23,73.89790373,0.881808191,0.528453795,7.298220049,0.786858157,0,0.826817757,0,0.017101657,0.017101657,0,0,0,0.149124365,0,0,0,0,0,0.291533345,0.319528927,0.805436,0.796807715,0.519999769,0.763390038,0.766440195,0.811864671,0.965799454,0.966121556,48813,71887,0.015742068,46130,94422,661,6.495265556,1540771.78,1264280.12,0,0,26150,0,0,0,228024.82,1570371.78,2.158307029,0.002620126,0.058089119,9.8167e-05,0.007925379,1546833.56,1529091.64,42676.7,"2024, 2026","defeat boebert pac","C00883785","O","FL",328
"comm167538",663622.4,72.28005459,0.843538681,0.441962901,5.456725465,0.25865219,0,0.299225865,0,0.004947351,0,0.004947351,0,0,0,0,0,0.691391851,0,0,0.26746099,0.269323164,0.2879739,0.290963143,0.219032559,0.471388547,0.474232712,0.558538863,0.848654328,0.849227406,20639,44418,0.001648274,49749,94228,82,4.418840608,2665943.13,767722.04,0,0,0,12693.39,0,0,0,2834443.13,1.894068222,0.000361816,0.003220802,0,0,2638554.26,2565694.11,284292.61,"2026","murphy mobilization fund","C00904417","N","DC",NA
"comm202209",1023631.1,78.05438679,0.94930315,0.718100929,18.72028145,0.747096073,0.030288731,0.756350222,0,0.146655167,0.131851926,0.014803241,0,0,0.003758722,0.125604893,0.125604893,0,0,0,0.427558287,0.490391973,0.702317948,0.695821574,0.837084014,0.920313455,0.924526579,0.930607333,0.979004994,0.97922536,78537,86545,0.078072582,19255,94211,1281,7.156176637,1480350.62,1036310.64,0,0,180656.46,20282.61,0,172097.11,5150,1514650.62,5.175826891,0.032347719,0.207188139,0.002279804,0.061910638,1493868.34,1370146.54,124513.52,"2022, 2024, 2026","vote blue majority","C00792093","N","DC",328
"comm198964",392853.66,73.23048764,0.850659894,0.499055232,6.246738028,0.234731219,0,0.780770183,0.044364594,0.010531252,0,0.010531252,0,0.044364594,0,0.083351661,0.083351661,0.008962544,0,0,0.319122931,0.345127251,0.850544837,0.798480406,0.546583075,0.743633436,0.748580575,0.776927219,0.928112065,0.929449524,51845,70275,0.020125841,42958,93712,848,6.744059186,1569918.58,1306721.9,0,74250,0,17625.44,0,139500,0,1606918.58,2.226904531,0.003804311,0.053068364,1.64814e-05,0.001520762,1688023.36,1673631.92,14901.75,"2022, 2024, 2026","the blue south pac","C00770412","W","DC",328
"comm163572",770758.88,74.60953404,0.891540075,0.579740167,8.444886778,0.835177037,0,0.929290777,0,0.006920517,0,0.006920517,0,0,0,0,0,0,0,0,0.507949906,0.552318822,0.635440914,0.636408752,0.539345412,0.771288365,0.772701382,0.671577541,0.877045589,0.877735667,49239,70414,0.006553685,34637,91294,227,5.429345629,1349635.35,857613.52,0,0,0,6386.73,0,0,0,1354635.35,2.635736351,0.008083841,0.099496318,0.000202096,0.00818762,1348990.9,922868.86,558602.11,"2026","elect every democrat pac","C00899435","N","DC",328
"comm210384",604246.54,75.33123401,0.90345082,0.610039242,9.723571138,0.649221321,0.073598536,0.837834631,0,0.061944009,0.008795809,0.053148199,0.073598536,0,0,0,0,0,0,0,0.465244477,0.507999566,0.782103807,0.735506908,0.654958324,0.8710176,0.872493556,0.81046685,0.959867221,0.960167435,59456,79168,0.022037253,39852,90989,849,6.745236349,977755.15,779793.67,0,0,8186.48,49466.36,68500,0,0,984755.15,2.279551134,0.003495163,0.037690824,4.98028e-05,0.003320271,1061563.76,930725.04,130838.72,"2024, 2026","save american education fund","C00877761","O","DC",328
"comm138476",920179.98,69.27077173,0.753999246,0.373166688,3.806766876,0.220026095,0.271417081,0.31921181,0.003632422,0.13166384,0.038821484,0.092842356,0.27112106,0.003632422,0.193220695,0.000836892,0.000836892,0,0.000242746,2544,0.25864901,0.247441911,0.711918337,0.927151499,0.359448611,0.531873597,0.549183985,0.65879825,0.828479888,0.84169967,34132,47379,0.005458326,46261,89907,432,6.070737728,1693453.49,1334988.55,0,15191.3,162356.89,388279.75,1133866.29,3500,808076.04,1942453.49,2.827734959,0.007566933,0.038793615,0,0,4222308.01,4085511.83,172978.76,"2018, 2020, 2022, 2024, 2026","common defense / beyond the choir action fund","C00620021","O","PA",328
"comm152381",745388.59,75.21711369,0.908967182,0.571686124,8.322226591,0.723988489,0,0.847556383,0,0.072914284,0,0.072914284,0,0,0,0.0097129,0.0097129,0,0,0,0.470881242,0.540403184,0.941876667,0.939365934,0.805062594,0.910669156,0.920123397,0.904125673,0.974648604,0.97654632,70527,80417,0.053564299,26439,89904,1089,6.993932975,1007195.82,872608.98,0,0,0,75069.53,0,10000,0,1016195.82,3.29886444,0.014900368,0.189181016,0.001565653,0.061014528,1028255.84,1022194.43,6061.41,"2020, 2022, 2024","vote by mail pac","C00751982","V","DC",328
"comm11528",642322.1,67.68832104,0.706715882,0.320026193,2.739662175,0.016287149,0.050257364,0.037878605,0.013151276,0.049954887,0.013081537,0.034306046,0.049948226,0.013151276,0.000557847,0.000200318,0.000200318,0.140548608,1.89126e-05,500,0.130822466,0.109814906,0.301686266,0.185025596,0.176600465,0.285399008,0.302171608,0.677903963,0.803389382,0.831530089,15858,24310,0.004976516,28546,88290,329,5.799092654,5182790.14,1493832.04,0,518651.54,515901.25,1352939.78,1969825.98,7900,22000,15831254.14,3.62592726,0.019345356,0.058008154,0.000262281,0.002131163,39009451.87,39437356.36,178649.51,"2018, 2020, 2022, 2024, 2026","colorado democratic party","C00161786","Y","CO",100
"comm147637",124522.28,52.83041183,0.330634158,0.145158962,0.619238463,0.08468188,0.206256195,0.253587134,0.02074239,0.089521117,0.019631467,0.065074956,0.045788624,0.02074239,0.19014311,0.338351858,0.338351858,0.00340027,0.000310261,1300,0.116658974,0.058228132,0.349516321,0.374652152,0.094904321,0.128830165,0.14843334,0.671018825,0.678826861,0.78319217,7922,11142,0.007704177,29360,88198,224,5.416100402,1231284.47,372892.62,0,30501.09,28867.51,95690.86,67330.86,497536.72,279600,1377984.47,4.58574679,0.011799673,0.119241682,0,0,1770291.75,1470471.37,304520.38,"2020, 2022, 2024, 2026","courage to change","C00692202","Q","NY",328
"comm152188",76973.8,52.95113897,0.243667255,0.060297215,0.549685019,0.004723992,0.237670222,0.056845062,0.037111253,0.27362484,0.03486755,0.23875729,0.006766199,0.036620281,0.07522412,0.534018003,0.534018003,0,0,0,0.073889679,0.071293906,0.207491807,0.114528329,0.067503837,0.097503332,0.118987286,0.320442196,0.536244991,0.548524814,5645,8293,0.03,13297,88028,5116,8.540323609,5878397.63,926246.45,8000,596699.24,568139.84,3890365.9,110250,8701411.49,1225719.02,7889758.61,10.11880987,0.120943883,0.32169727,0,0,16358874.86,16294228.75,64646.11,"2020, 2022, 2024","defeat by tweet","C00749143","O","NY",328
"comm140232",803100.45,69.59754501,0.737611783,0.355284675,3.545130982,0.352354217,0.049187739,0.443660823,0.122080072,0.024451842,0,0.024451842,0.04488938,0.122080072,0.202475076,0.120434788,0.120434788,0,0,0,0.340122238,0.419520999,0.476573788,0.585841199,0.596642824,0.614746432,0.706139172,0.821383538,0.908455797,0.927263708,51490,55451,0.051584536,23401,87239,1471,7.294377299,1837952.63,1011210.28,0,278250,0,55731.66,102313.75,274500,461489.65,1933952.63,4.628070728,0.032101274,0.323610085,0.000888726,0.07538883,2343689.21,2279241.77,64447.44,"2018, 2020","red to blue california","C00635391","W","CA",328
